<hes>	a:6
yap6fo2	j 6 p6 f O:2
yap6jyu6	j 6 p6 dz y:6
yap6dou3heui3	j 6 p6 d ow3 h 9y3
yap6chong2	j 6 p6 ts O: N2
yap6heui3	j 6 p6 h 9y3
yap6lai4	j 6 p6 l 6j4
yap6cheung4	j 6 p6 ts 9: N4
yap6hok6	j 6 p6 h O: k6
yap6jo2heui3	j 6 p6 dz O:2 h 9y3
yap6si5	j 6 p6 s i:5
yap6lei4	j 6 p6 l ej4
yap6bin1	j 6 p6 b i: n1
yap6go3heui3	j 6 p6 g O:3 h 9y3
yap6yun2	j 6 p6 j y: n2
yap6min6	j 6 p6 m i: n6
loi6	l O:j6
loi6seung1	l O:j6 s 9: N1
chyun4	ts y: n4
chyun4ga1yan4	ts y: n4 g a:1 j 6 n4
chyun4bou6	ts y: n4 b ow6
baat3	b a: t3
baat3maan6	b a: t3 m a: n6
baat3sap6	b a: t3 s 6 p6
baat3a6baat3	b a: t3 a:6 b a: t3
baat3chin1	b a: t3 ts i: n1
baat3gwa3	b a: t3 gw a:3
baat3hou2	b a: t3 h ow2
baat3bou2juk1	b a: t3 b ow2 dz u: k1
baat3baak3	b a: t3 b a: k3
gung1	g u: N1
gung1gaau1che1	g u: N1 g a:w1 ts E:1
gung1gaau1che1jaam6	g u: N1 g a:w1 ts E:1 dz a: m6
gung1gung6	g u: N1 g u: N6
gung1mou6yun4	g u: N1 m ow6 j y: n4
gung1si1	g u: N1 s i:1
gung1yun2	g u: N1 j y: n2
gung1yun2chin4	g u: N1 j y: n2 ts i: n4
gung1on1guk6	g u: N1 O: n1 g u: k6
gung1hoi1	g u: N1 h O:j1
gung1jik1gam1	g u: N1 dz i: k1 g 6 m1
gung1lei5	g u: N1 l ej5
luk6	l u: k6
luk6sap6	l u: k6 s 6 p6
luk6a6yi6	l u: k6 a:6 j i:6
luk6sap6gei1	l u: k6 s 6 p6 g ej1
luk6chin1	l u: k6 ts i: n1
luk6lin4kap1	l u: k6 l i: n4 k 6 p1
luk6yut6	l u: k6 j y: t6
luk6yut6fan6	l u: k6 j y: t6 f 6 n6
luk6baak3	l u: k6 b a: k3
luk6ma5lou6	l u: k6 m a:5 l ow6
gung6tung4	g u: N6 t u: N4
gwaan1	gw a: n1
gwaan1si6	gw a: n1 s i:6
gwaan1yu1	gw a: n1 j y:1
gwaan1siu2	gw a: n1 s iw2
gwaan1sam1	gw a: n1 s 6 m1
gwaan1gei1	gw a: n1 g ej1
gwaan1jyu3	gw a: n1 dz y:3
gwaan1jyu3ha5	gw a: n1 dz y:3 h a:5
gwaan1jiu3	gw a: n1 dz iw3
gwaan1hai6	gw a: n1 h 6j6
hing1	h i: N1
hing3cheui3	h i: N3 ts 9y3
hing3cheui3baan1	h i: N3 ts 9y3 b a: n1
kei4	k ej4
kei4jung1	k ej4 dz u: N1
kei4ta1	k ej4 t a:1
kei4ta1	k ej4 t a:1
kei4sat6	k ej4 s 6 t6
yeung5	j 9: N5
gim1gaap3	g i: m1 g a: p3
gim1jik1	g i: m1 dz i: k1
gim1fo3	g i: m1 f O:3
loi6heung3	l O:j6 h 9: N3
loi6yau1oi2waan6	l O:j6 j 6w1 O:j2 w a: n6
mou5	m ow5
mou5so2wai6	m ow5 s O:2 w 6j6
mou5yung6	m ow5 j y: N6
mou5gau1yung6	m ow5 g 6w1 j y: N6
joi3	dz O:j3
joi3gin3	dz O:j3 g i: n3
se2	s E:2
se2dou3	s E:2 d ow3
ham6baang6laang6	h 6 m6 b a: N6 l a: N6
ham6ga1chaan2	h 6 m6 g a:1 ts a: n2
gwan1	gw 6 n1
lung4chyun1	l u: N4 ts y: n1
dung1	d u: N1
dung1tin1	d u: N1 t i: n1
dung1gu1	d u: N1 g u:1
fung4	f u: N4
chung1	ts u: N1
chung1leung4	ts u: N1 l 9: N4
chung1jai1	ts u: N1 dz 6j1
chung1ging6	ts u: N1 g i: N6
chung1yun4leung4	ts u: N1 j y: n4 l 9: N4
chung1jo2leung4	ts u: N1 dz O:2 l 9: N4
chung1kap1	ts u: N1 k 6 p1
kyut3ding6	k y: t3 d i: N6
laan5	l a: n5
laang1suk1yit6jeung3	l a: N1 s u: k1 j i: t6 dz 9: N3
laang1fung1	l a: N1 f u: N1
laang1faan6	l a: N1 f a: n6
dung3	d u: N3
dung3yat1dung3	d u: N3 j 6 t1 d u: N3
dung3chan1	d u: N3 ts 6 n1
jing6	dz i: N6
jing6hai6	dz i: N6 h 6j6
chai1leung4	ts 6j1 l 9: N4
jeun2	dz 9: n2
jeun2bei6	dz 9: n2 b ej6
jeun2si4	dz 9: n2 s i:4
leung4	l 9: N4
leung4gwa1	l 9: N4 gw a:1
leung4gwa1au4yuk6	l 9: N4 gw a:1 6w4 j y: k6
diu1ling4	d iw1 l i: N4
gaam2	g a: m2
gaam2ha5aat3	g a: m2 h a:5 a: t3
gaam2fei4	g a: m2 f ej4
gaam2heng1	g a: m2 h E: N1
chau3	ts 6w3
chau3jai2	ts 6w3 dz 6j2
chau3chau3jai2	ts 6w3 ts 6w3 dz 6j2
chau3maai4	ts 6w3 m a:j4
gei1	g ej1
gei2	g ej2
gei2gau3seui2	g ej2 g 6w3 s 9y2
gei2do1	g ej2 d O:1
gei2do1hou2	g ej2 d O:1 h ow2
gei2si4	g ej2 s i:4
gei2chin2	g ej2 ts i: n2
faan4	f a: n4
fung6	f u: N6
fung6wong4	f u: N6 w O: N4
pang4	p 6 N4
hoi2yut6jau2dim3	h O:j2 j y: t6 dz 6w2 d i: m3
hoi2kei4	h O:j2 k ej4
dang3	d 6 N3
cheut1	ts 9: t1
cheut1ha2ging2	ts 9: t1 h a:2 g i: N2
cheut1yap6ging2	ts 9: t1 j 6 p6 g i: N2
cheut1cheut1yap6yap6	ts 9: t1 ts 9: t1 j 6 p6 j 6 p6
cheut1dou3lai4	ts 9: t1 d ow3 l 6j4
cheut1dung6	ts 9: t1 d u: N6
cheut1daan1	ts 9: t1 d a: n1
cheut1heui2	ts 9: t1 h 9y2
cheut1faat3	ts 9: t1 f a: t3
cheut1hau2	ts 9: t1 h 6w2
cheut1meng2	ts 9: t1 m E: N2
cheut1m4cheut1	ts 9: t1 m4 ts 9: t1
cheut1m4cheut1heui3	ts 9: t1 m4 ts 9: t1 h 9y3
cheut1lei4	ts 9: t1 l ej4
cheut1gok3	ts 9: t1 g O: k3
cheut1seng1	ts 9: t1 s E: N1
cheut1tau4	ts 9: t1 t 6w4
cheut1saan1	ts 9: t1 s a: n1
cheut1gung1	ts 9: t1 g u: N1
cheut1jo2daan1	ts 9: t1 dz O:2 d a: n1
cheut1jo2lai4	ts 9: t1 dz O:2 l 6j4
cheut1nin2	ts 9: t1 n i: n2
cheut1hoi1heui3	ts 9: t1 h O:j1 h 9y3
cheut1dak1heui3	ts 9: t1 d 6 k1 h 9y3
cheut1loi4	ts 9: t1 l O:j4
cheut1yin6	ts 9: t1 j i: n6
cheut1leung4	ts 9: t1 l 9: N4
cheut1gaai1	ts 9: t1 g a:j1
cheut1san1	ts 9: t1 s 6 n1
cheut1bin3	ts 9: t1 b i: n3
cheut1chin4	ts 9: t1 ts i: n4
cheut1mun4	ts 9: t1 m u: n4
cheut1min6	ts 9: t1 m i: n6
dou1jai2	d ow1 dz 6j2
diu1laan6	d iw1 l a: n6
fan1	f 6 n1
fan1wai4	f 6 n1 w 6j4
fan1bit6	f 6 n1 b i: t6
fan1dou3	f 6 n1 d ow3
fan1hou2	f 6 n1 h ow2
fan1din3	f 6 n1 d i: n3
fan1hoi1	f 6 n1 h O:j1
fan1sing4	f 6 n1 s i: N4
fan1saan3	f 6 n1 s a: n3
fan1hung4	f 6 n1 h u: N4
fan1san1	f 6 n1 s 6 n1
fan1jung1	f 6 n1 dz u: N1
chit3	ts i: t3
lau4fung1	l 6w4 f u: N1
lau4si1fu2	l 6w4 s i:1 f u:2
lau4hei1	l 6w4 h ej1
gong1	g O: N1
gong1gong1	g O: N1 g O: N1
chong3san1	ts O: N3 s 6 n1
cho1	ts O:1
cho1yat1	ts O:1 j 6 t1
cho1saam1	ts O:1 s a: m1
cho1jung1	ts O:1 dz u: N1
cho1cho1	ts O:1 ts O:1
cho1sap6	ts O:1 s 6 p6
cho1si4	ts O:1 s i:4
cho1kap1	ts O:1 k 6 p1
cho1choi3	ts O:1 ts O:j3
pun3	p u: n3
pun3kyut3	p u: n3 k y: t3
paau4	p a:w4
bit6seui5	b i: t6 s 9y5
dou3	d ow3
dou3lai4	d ow3 l 6j4
dou3cheung4	d ow3 ts 9: N4
dou3chyu3	d ow3 ts y:3
dou3dai2	d ow3 d 6j2
dou3si4	d ow3 s i:4
dou3si4hau6	d ow3 s i:4 h 6w6
dou3si4hau6	d ow3 s i:4 h 6w6
dou3kei4	d ow3 k ej4
jai3	dz 6j3
jai3dou6	dz 6j3 d ow6
jai3yeuk6	dz 6j3 j 9: k6
chi3yi5	ts i:3 j i:5
deuk3	d 9: k3
jai1	dz 6j1
chin4	ts i: n4
chin4paai4	ts i: n4 p a:j4
chin4yat6	ts i: n4 j 6 t6
chin4kei4	ts i: n4 k ej4
chin4loi4	ts i: n4 l O:j4
chin4kap1	ts i: n4 k 6 p1
chin4bin1	ts i: n4 b i: n1
chin4tou4	ts i: n4 t ow4
chin4min6	ts i: n4 m i: n6
kek6ching4	k E: k6 ts i: N4
kek6lit6	k E: k6 l i: t6
jing6	dz i: N6
jing6dai1	dz i: N6 d 6j1
jing6faan1	dz i: N6 f a: n1
jing6faan6	dz i: N6 f a: n6
jin2	dz i: n2
jin2faat3	dz i: n2 f a: t3
jin2hoi1	dz i: n2 h O:j1
jin2seui3	dz i: n2 s 9y3
hyun3	h y: n3
baan6	b a: n6
baan6gung1sat1	b a: n6 g u: N1 s 6 t1
baan6dou3	b a: n6 d ow3
baan6dou3jing3	b a: n6 d ow3 dz i: N3
baan6m4dou3	b a: n6 m4 d ow3
baan6hou2	b a: n6 h ow2
baan6yun4jing3	b a: n6 j y: n4 dz i: N3
baan6dak1dou3	b a: n6 d 6 k1 d ow3
baan6sau2juk6	b a: n6 s 6w2 dz u: k6
baan6wu6jiu3	b a: n6 w u:6 dz iw3
baan6faat3	b a: n6 f a: t3
baan6lei5	b a: n6 l ej5
baan6chim1jing3	b a: n6 ts i: m1 dz i: N3
gung1lang4	g u: N1 l 6 N4
gung1fo3	g u: N1 f O:3
ga1	g a:1
ga1seung6	g a:1 s 9: N6
ga1fan1	g a:1 f 6 n1
ga1maai4	g a:1 m a:j4
ga1do1	g a:1 d O:1
ga1yau4	g a:1 j 6w4
ga1baan1	g a:1 b a: n1
ga1baan1fai3	g a:1 b a: n1 f 6j3
ga1hei2seung5lei4	g a:1 h ej2 s 9: N5 l ej4
dung6	d u: N6
dung6jok3	d u: N6 dz O: k3
dung6maan6	d u: N6 m a: n6
dung6wa2pin3	d u: N6 w a:2 p i: n3
jo6	dz O:6
lou5lik6	l ow5 l i: k6
ging6	g i: N6
ging6m4ging6	g i: N6 m4 g i: N6
lou4jok3	l ow4 dz O: k3
yung5ming4	j y: N5 m i: N4
yung5biu2go1	j y: N5 b iw2 g O:1
min5min5keung5keung5	m i: n5 m i: n5 k 9: N5 k 9: N5
min5keung5	m i: n5 k 9: N5
kan4	k 6 n4
kan4lik6	k 6 n4 l i: k6
gau1git6man2	g 6w1 g i: t6 m 6 n2
baau1	b a:w1
baau1jyu6	b a:w1 dz y:6
baau1cheung4	b a:w1 ts 9: N4
baau1maai4	b a:w1 m a:j4
baau1jong1	b a:w1 dz O: N1
baau1che1	b a:w1 ts E:1
fa3	f a:3
fa3dou3	f a:3 d ow3
fa3yim6	f a:3 j i: m6
bak1ging1	b 6 k1 g i: N1
bak1daai6	b 6 k1 d a:j6
bak1kai1	b 6 k1 k 6j1
keui1	k 9y1
keui1bit6	k 9y1 b i: t6
yi1	j i:1
yi1bou2	j i:1 b ow2
yi1sang1	j i:1 s 6 N1
yi1yeuk6	j i:1 j 9: k6
yi1yun2	j i:1 j y: n2
sap6	s 6 p6
sap6yat1	s 6 p6 j 6 t1
sap6yat1hou6	s 6 p6 j 6 t1 h ow6
sap6yat1yut6	s 6 p6 j 6 t1 j y: t6
sap6chat1	s 6 p6 ts 6 t1
sap6maan6	s 6 p6 m a: n6
sap6saam1	s 6 p6 s a: m1
sap6gau2	s 6 p6 g 6w2
sap6gau2hou6	s 6 p6 g 6w2 h ow6
sap6yi6	s 6 p6 j i:6
sap6yi6yut6	s 6 p6 j i:6 j y: t6
sap6yi6yut6fan6	s 6 p6 j i:6 j y: t6 f 6 n6
sap6m5	s 6 p6 m5
sap6baat3	s 6 p6 b a: t3
sap6luk6	s 6 p6 l u: k6
sap6luk6ji1	s 6 p6 l u: k6 dz i:1
sap6luk6hou6	s 6 p6 l u: k6 h ow6
sap6gei2	s 6 p6 g ej2
sap6gei2hou6	s 6 p6 g ej2 h ow6
sap6hou6	s 6 p6 h ow6
sap6sei3	s 6 p6 s ej3
sap6nin4	s 6 p6 n i: n4
sap6yut6	s 6 p6 j y: t6
chin1	ts i: n1
chin1maan6	ts i: n1 m a: n6
chin1yik1	ts i: n1 j i: k1
chin1kei4	ts i: n1 k ej4
chin1sik1gong2cheung4	ts i: n1 s i: k1 g O: N2 ts 9: N4
sa1	s a:1
sa1fan6	s a:1 f 6 n6
sa1baat3	s a:1 b a: t3
sa1baat3maan6	s a:1 b a: t3 m a: n6
sing1	s i: N1
sing1ting4baan2	s i: N1 t i: N4 b a: n2
sing1hok6	s i: N1 h O: k6
sing1jo2kap1	s i: N1 dz O:2 k 6 p1
sing1kap1	s i: N1 k 6 p1
sing1gou1	s i: N1 g ow1
m5	m5
bun3	b u: n3
bun3ye6	b u: n3 j E:6
bun3ye6saam1gang1	b u: n3 j E:6 s a: m1 g 6 N1
bun3chi3	b u: n3 ts i:3
se3gei2	s E:3 g ej2
wa4	w a:4
wa4laam4	w a:4 l a: m4
wa4yi5gaai1	w a:4 j i:5 g a:j1
wa4keung5bak1	w a:4 k 9: N5 b 6 k1
hip6wui2	h i: p6 w u:j2
hip3jo6	h i: p3 dz O:6
hip6seung1	h i: p6 s 9: N1
cheuk3	ts 9: k3
cheuk3yut6	ts 9: k3 j y: t6
cheuk3yun5	ts 9: k3 j y: n5
cheuk3yun5gwok3jai3daai6ha6	ts 9: k3 j y: n5 gw O: k3 dz 6j3 d a:j6 h a:6
daan1	d a: n1
daan1wai2	d a: n1 w 6j2
daan1daan1	d a: n1 d a: n1
daan1chi4	d a: n1 ts i:4
daan1che1	d a: n1 ts E:1
maai6	m a:j6
maai6ha6	m a:j6 h a:6
maai6haam4aap3daan2	m a:j6 h a: m4 a: p3 d a: n2
maai6m4dou3	m a:j6 m4 d ow3
maai6cheung4	m a:j6 ts 9: N4
maai6choi4liu2	m a:j6 ts O:j4 l iw2
maai6lau2	m a:j6 l 6w2
laam4	l a: m4
laam4wa4ji2	l a: m4 w a:4 dz i:2
laam4me1dou2	l a: m4 m E:1 d ow2
laam4ling4	l a: m4 l i: N4
laam4ling4baak3fo3	l a: m4 l i: N4 b a: k3 f O:3
laam4saan1	l a: m4 s a: n1
laam4saan1dou2	l a: m4 s a: n1 d ow2
laam4gong1	l a: m4 g O: N1
laam4jong1	l a: m4 dz O: N1
laam4fong1daai6ha6	l a: m4 f O: N1 d a:j6 h a:6
laam4mou5ying1	l a: m4 m ow5 j i: N1
laam4hong4	l a: m4 h O: N4
laam4ying1	l a: m4 j i: N1
bok3	b O: k3
ka1	k a:1
lou4wing6yi4	l ow4 w i: N6 j i:4
o6lung4dou2	O:6 l u: N4 d ow2
wai6sing1	w 6j6 s i: N1
wai6sang1	w 6j6 s 6 N1
yan3dou6	j 6 n3 d ow6
yan3jeung6	j 6 n3 dz 9: N6
ngai4gei1	N 6j4 g ej1
ngai4him2	N 6j4 h i: m2
jik1	dz i: k1
jik1sai2	dz i: k1 s 6j2
jik1hak1	dz i: k1 h 6 k1
jik1si4	dz i: k1 s i:4
jik1hai6	dz i: k1 h 6j6
jik1hai6wa6	dz i: k1 h 6j6 w a:6
jik1hai6wa6jaai1	dz i: k1 h 6j6 w a:6 dz a:j1
gyun2	g y: n2
chong2	ts O: N2
chong2ga1	ts O: N2 g a:1
teng1	t E: N1
lik6si2	l i: k6 s i:2
aat3lik6	a: t3 l i: k6
yim3	j i: m3
yim3gyun6	j i: m3 g y: n6
chi3so2	ts i:3 s O:2
yun4loi4	j y: n4 l O:j4
yun4sin1	j y: n4 s i: n1
yun4lai4	j y: n4 l 6j4
yun4bun2	j y: n4 b u: n2
yun4loi4	j y: n4 l O:j4
chyu4si1	ts y:4 s i:1
heui3	h 9y3
heui3ha5	h 9y3 h a:5
heui3dou3	h 9y3 d ow3
heui3m4dou3	h 9y3 m4 d ow3
heui3m4heui3	h 9y3 m4 h 9y3
heui3m4heui3dak1	h 9y3 m4 h 9y3 d 6 k1
heui3m4heui3dak1dou3	h 9y3 m4 h 9y3 d 6 k1 d ow3
heui3lin2	h 9y3 l i: n2
heui3gaai1	h 9y3 g a:j1
heui3go3	h 9y3 g O:3
yun2sing4	j y: n2 s i: N4
chaam1ga1	ts a: m1 g a:1
chaam1jin2	ts a: m1 dz i: n2
chaam1gun1	ts a: m1 g u: n1
chaam1gun1ha2	ts a: m1 g u: n1 h a:2
yau6	j 6w6
yau5	j 6w5
yau5jai2	j 6w5 dz 6j2
seung1yau1	s 9: N1 j 6w1
seung1wai6	s 9: N1 w 6j6
faan2	f a: n2
faan2chyun3	f a: n2 ts y: n3
faan2deui3	f a: n2 d 9y3
faan2ying3	f a: n2 j i: N3
faan2daan6	f a: n2 d a: n6
faan2jing3	f a: n2 dz i: N3
faan2yi4	f a: n2 j i:4
faat3	f a: t3
faat3seun3sik1	f a: t3 s 9: n3 s i: k1
faat3cheut1	f a: t3 ts 9: t1
faat3au6dou6	f a: t3 6w6 d ow6
faat3jin2	f a: t3 dz i: n2
faat3jo2chin2	f a: t3 dz O:2 ts i: n2
faat3fai1	f a: t3 f 6j1
faat3siu1	f a: t3 s iw1
faat3kong4	f a: t3 k O: N4
faat3yin6	f a: t3 j i: n6
faat3sang1	f a: t3 s 6 N1
faat3pei4hei3	f a: t3 p ej4 h ej3
faat3gok3	f a: t3 g O: k3
faat3yin4	f a: t3 j i: n4
faat3daat6	f a: t3 d a: t6
faat3din1	f a: t3 d i: n1
suk1	s u: k1
cheui2siu1	ts 9y2 s iw1
sau6	s 6w6
sau6dak1liu5	s 6w6 d 6 k1 l iw5
bin3	b i: n3
bin3fa3	b i: n3 f a:3
bin3dak1	b i: n3 d 6 k1
bin3taai3	b i: n3 t a:j3
bin3sing3	b i: n3 s i: N3
bin3sing4	b i: n3 s i: N4
bin3gang1ha2	b i: n3 g 6 N1 h a:2
hau2	h 6w2
hau2on6	h 6w2 O: n6
hau2seui2	h 6w2 s 9y2
hau2yu5	h 6w2 j y:5
gu2	g u:2
gu2din2	g u:2 d i: n2
gu2lou5	g u:2 l ow5
gu2sik1gu2heung1	g u:2 s i: k1 g u:2 h 9: N1
geui3	g 9y3
ling6oi6	l i: N6 O:j6
ling6leui6	l i: N6 l 9y6
ji2	dz i:2
ji2bat1go3	dz i:2 b 6 t1 g O:3
ji2hai6	dz i:2 h 6j6
ji2lang4	dz i:2 l 6 N4
ji2yiu3	dz i:2 j iw3
giu3	g iw3
giu3jou6	g iw3 dz ow6
giu3m4giu3	g iw3 m4 g iw3
giu3maai4	g iw3 m a:j4
ding1ding1che1	d i: N1 d i: N1 ts E:1
ho2	h O:2
ho2lok6	h O:2 l O: k6
ho2lok6gun3	h O:2 l O: k6 g u: n3
ho2yi5	h O:2 j i:5
ho2m4ho2yi5	h O:2 m4 h O:2 j i:5
ho2sik1	h O:2 s i: k1
ho2lang4	h O:2 l 6 N4
toi4	t O:j4
yau6	j 6w6
yip6	j i: p6
yip6lai6jing1	j i: p6 l 6j6 dz i: N1
yip6lai6jan1	j i: p6 l 6j6 dz 6 n1
hou2	h ow2
hou6ma5	h ow6 m a:5
si1hing3	s i:1 h i: N3
si1gei1	s i:1 g ej1
lek1	l E: k1
lek1m4lek1	l E: k1 m4 l E: k1
lek6leui5	l E: k6 l 9y5
gok3	g O: k3
hap6	h 6 p6
hap6tung4	h 6 p6 t u: N4
gat1	g 6 t1
gat1ji1dou2	g 6 t1 dz i:1 d ow2
gat1lam4fa3chim1	g 6 t1 l 6 m4 f a:3 ts i: m1
gat1lam4faai3tin1	g 6 t1 l 6 m4 f a:j3 t i: n1
gat1lam4fa1ji1gaau1	g 6 t1 l 6 m4 f a:1 dz i:1 g a:w1
diu3jam1	d iw3 dz 6 m1
tung4	t u: N4
tung4si6	t u: N4 s i:6
tung4m4tung4yi3	t u: N4 m4 t u: N4 j i:3
tung4maai4	t u: N4 m a:j4
tung4hok6	t u: N4 h O: k6
tung4hok6jai2	t u: N4 h O: k6 dz 6j2
tung4ching4sam1	t u: N4 ts i: N4 s 6 m1
tung4si4	t u: N4 s i:4
meng2	m E: N2
ming4daan1	m i: N4 d a: n1
hau6	h 6w6
hau6bei6luk1	h 6w6 b ej6 l u: k1
hau6mei6	h 6w6 m ej6
hau6fui3	h 6w6 f u:j3
hau6yat6	h 6w6 j 6 t6
hau6loi4	h 6w6 l O:j4
hau6sang1	h 6w6 s 6 N1
hau6kap1	h 6w6 k 6 p1
hau6bui6	h 6w6 b u:j6
hau6gaai1	h 6w6 g a:j1
hau6lou6	h 6w6 l ow6
hau6bin1	h 6w6 b i: n1
hau6min6	h 6w6 m i: n6
heung3	h 9: N3
heung3jyu6	h 9: N3 dz y:6
ha6	h a:6
ha6dak1	h a:6 d 6 k1
ma3	m a:3
tan1ye5	t 6 n1 j E:5
yam4yam4cham4cham4	j 6 m4 j 6 m4 ts 6 m4 ts 6 m4
yam4cham4	j 6 m4 ts 6 m4
ba1	b a:1
teng1	t E: N1
teng1yat1teng1	t E: N1 j 6 t1 t E: N1
teng1ha5	t E: N1 h a:5
teng1ha5go1	t E: N1 h a:5 g O:1
teng1dou2	t E: N1 d ow2
teng3dou3mei6	t E: N3 d ow3 m ej6
teng1m4dou3	t E: N1 m4 d ow3
teng1m4teng1	t E: N1 m4 t E: N1
teng1m4ting3dou3	t E: N1 m4 t i: N3 d ow3
teng1m4teng1dak1	t E: N1 m4 t E: N1 d 6 k1
teng1m4teng1dak1dou3	t E: N1 m4 t E: N1 d 6 k1 d ow3
teng1m4ting3gin3	t E: N1 m4 t i: N3 g i: n3
teng1m4teng1wa2	t E: N1 m4 t E: N1 w a:2
teng1m4ming4	t E: N1 m4 m i: N4
teng1m4ching1jai6	t E: N1 m4 ts i: N1 dz 6j6
teng1dak1	t E: N1 d 6 k1
teng1dak1dou3	t E: N1 d 6 k1 d ow3
teng1o5gong2	t E: N1 O:5 g O: N2
ting1yat6	t i: N1 j 6 t6
ting1maan5	t i: N1 m a: n5
ting1jiu1	t i: N1 dz iw1
ting1jiu1jou2	t i: N1 dz iw1 dz ow2
teng1go1	t E: N1 g O:1
ting3gin3	t i: N3 g i: n3
teng1gong2	t E: N1 g O: N2
teng1gong2wa2	t E: N1 g O: N2 w a:2
teng1wa6	t E: N1 w a:6
teng1man4	t E: N1 m 6 n4
kai2dung6	k 6j2 d u: N6
m4jau1	m4 dz 6w1
chaau2	ts a:w2
kap1ha3	k 6 p1 h a:3
kap1hyut3gwai2	k 6 p1 h y: t3 gw 6j2
cheui1	ts 9y1
cheui1ha2seui2	ts 9y1 h a:2 s 9y2
a1	a:1
ak1	6 k1
aak1	a: k1
laap6	l a: p6
au2	6w2
yun4gung1	j y: n4 g u: N1
ni1	n i:1
le1sai3	l E:1 s 6j3
le1di1	l E:1 d i:1
le1chyu6	l E:1 ts y:6
le1dou6	l E:1 d ow6
le1paai4	l E:1 p a:j4
le4bin1	l E:4 b i: n1
jau1	dz 6w1
jau1wai5	dz 6w1 w 6j5
jau1yung5	dz 6w1 j y: N5
jau1wai4	dz 6w1 w 6j4
jau1lin4	dz 6w1 l i: n4
jau1paak3hou4	dz 6w1 p a: k3 h ow4
jau1yiu6fai1	dz 6w1 j iw6 f 6j1
jau1san1	dz 6w1 s 6 n1
gwa1gwa1chaau2	gw a:1 gw a:1 ts a:w2
gwa1gwa1chou4	gw a:1 gw a:1 ts ow4
mei6	m ej6
ho1	h O:1
ho1ho1	h O:1 h O:1
san1	s 6 n1
gam3	g 6 m3
gam2	g 6 m2
gam2ga3yeung2	g 6 m2 g a:3 j 9: N2
gam2yeung2	g 6 m2 j 9: N2
ja1	dz a:1
ja1ja1	dz a:1 dz a:1
ja1ja1seng1	dz a:1 dz a:1 s E: N1
yi2	j i:2
le1	l E:1
ji1seun1	dz i:1 s 9: n1
me1	m E:1
me1ye5	m E:1 j E:5
mai6	m 6j6
mi1	m i:1
lo1	l O:1
lo2gan2	l O:2 g 6 n2
kat1	k 6 t1
haam4seui2yu2	h a: m4 s 9y2 j y:2
haam4syun1choi3	h a: m4 s y: n1 ts O:j3
haam4aap3daan2	h a: m4 a: p3 d a: n2
ban2	b 6 n2
ban2paai4	b 6 n2 p a:j4
ban2paai4teui1gong2	b 6 n2 p a:j4 t 9y1 g O: N2
ban2paai4ying4siu1	b 6 n2 p a:j4 j i: N4 s iw1
wa1	w a:1
ha1	h a:1
ha1yi5ban1	h a:1 j i:5 b 6 n1
dei6	d ej6
heung2	h 9: N2
aai1	a:j1
aai1a1	a:j1 a:1
aai1yo1	a:j1 j O:1
yo1	j O:1
go1	g O:1
o1	O:1
le1	l E:1
la3	l a:3
huk1	h u: k1
haau1chyun2	h a:w1 ts y: n2
jit3	dz i: t3
bou1	b ow1
bou1leun2	b ow1 l 9: n2
hang1	h 6 N1
seun4fan2	s 9: n4 f 6 n2
aai1	a:j1
aai1a1	a:j1 a:1
hei1	h ej1
m4	m4
m4chi5	m4 ts i:5
m4hou2yi3si1	m4 h ow2 j i:3 s i:1
m4gwaai3ji1	m4 gw a:j3 dz i:1
m4gwaai3dak1ji1	m4 gw a:j3 d 6 k1 dz i:1
m4ji1m4gok3	m4 dz i:1 m4 g O: k3
m4goi1	m4 g O:j1
m4tung1	m4 t u: N1
tau2	t 6w2
sau6uk1chyu2	s 6w6 u: k1 ts y:2
sau6lau2seung1	s 6w6 l 6w2 s 9: N1
sau6lau2bou6	s 6w6 l 6w2 b ow6
wai4yat1	w 6j4 j 6 t1
wai4yau5	w 6j4 j 6w5
cheung3	ts 9: N3
cheung3kei1	ts 9: N3 k ej1
cheung3ha2kei1	ts 9: N3 h a:2 k ej1
cheung3go1	ts 9: N3 g O:1
lim6	l i: m6
hang2	h 6 N2
seung1mou6che1	s 9: N1 m ow6 ts E:1
seung1ban2	s 9: N1 b 6 n2
seung1cheung4	s 9: N1 ts 9: N4
seung1leung4	s 9: N1 l 9: N4
seung1pou3	s 9: N1 p ow3
a1	a:1
a1di1	a:1 d i:1
dip6	d i: p6
daam6	d a: m6
jyut3ha2	dz y: t3 h a:2
be1jau2	b E:1 dz 6w2
la1	l a:1
jaak3	dz a: k3
gwa3	gw a:3
je1	dz E:1
lo2lo2lyun4	l O:2 l O:2 l y: n4
aam1	a: m1
aam1sin1	a: m1 s i: n1
aam1m4aam1	a: m1 m4 a: m1
aam1aam1	a: m1 a: m1
aam1hou2	a: m1 h ow2
aam1sam1seui2	a: m1 s 6 m1 s 9y2
di1	d i:1
di1di1jai2	d i:1 d i:1 dz 6j2
di1di1ye5	d i:1 d i:1 j E:5
di1do1	d i:1 d O:1
bo1	b O:1
wai2	w 6j2
wai3	w 6j3
sin6yin4	s i: n6 j i: n4
sin6cheung4	s i: n6 ts 9: N4
la1	l a:1
la3ba1	l a:3 b a:1
hau4	h 6w4
hau4lung4	h 6w4 l u: N4
hau4lung4tung3	h 6w4 l u: N4 t u: N3
