<hes>	a:6
yap6hok6	j 66 p h O:6 k
yap6jo2heui3	j 66 p dz O:2 h 9y3
yap6si5	j 66 p s i:5
yap6lei4	j 66 p l ej4
yap6bin1	j 66 p b i:1 n
yap6go3heui3	j 66 p g O:3 h 9y3
yap6yun2	j 66 p j y:2 n
yap6min6	j 66 p m i:6 n
loi6	l O:j6
loi6seung1	l O:j6 s 9:1 N
chyun4	ts y:4 n
chyun4ga1yan4	ts y:4 n g a:1 j 64 n
chyun4bou6	ts y:4 n b ow6
baat3	b a:3 t
baat3maan6	b a:3 t m a:6 n
baat3sap6	b a:3 t s 66 p
baat3a6baat3	b a:3 t a:6 b a:3 t
baat3chin1	b a:3 t ts i:1 n
baat3gwa3	b a:3 t gw a:3
baat3hou2	b a:3 t h ow2
baat3bou2juk1	b a:3 t b ow2 dz u:1 k
baat3baak3	b a:3 t b a:3 k
gung1	g u:1 N
gung1gaau1che1	g u:1 N g a:w1 ts E:1
gung1gaau1che1jaam6	g u:1 N g a:w1 ts E:1 dz a:6 m
gung1gung6	g u:1 N g u:6 N
gung1mou6yun4	g u:1 N m ow6 j y:4 n
gung1si1	g u:1 N s i:1
gung1yun2	g u:1 N j y:2 n
gung1yun2chin4	g u:1 N j y:2 n ts i:4 n
gung1on1guk6	g u:1 N O: n1 g u:6 k
gung1hoi1	g u:1 N h O:j1
gung1jik1gam1	g u:1 N dz i:1 k g 61 m
gung1lei5	g u:1 N l ej5
luk6	l u:6 k
luk6sap6	l u:6 k s 66 p
luk6a6yi6	l u:6 k a:6 j i:6
luk6sap6gei1	l u:6 k s 66 p g ej1
luk6chin1	l u:6 k ts i:1 n
luk6lin4kap1	l u:6 k l i:4 n k 61 p
luk6yut6	l u:6 k j y:6 t
luk6yut6fan6	l u:6 k j y:6 t f 66 n
luk6baak3	l u:6 k b a:3 k
luk6ma5lou6	l u:6 k m a:5 l ow6
gung6tung4	g u:6 N t u:4 N
gwaan1	gw a:1 n
gwaan1si6	gw a:1 n s i:6
gwaan1yu1	gw a:1 n j y:1
gwaan1siu2	gw a:1 n s iw2
gwaan1sam1	gw a:1 n s 61 m
gwaan1gei1	gw a:1 n g ej1
gwaan1jyu3	gw a:1 n dz y:3
gwaan1jyu3ha5	gw a:1 n dz y:3 h a:5
gwaan1jiu3	gw a:1 n dz iw3
gwaan1hai6	gw a:1 n h 6j6
hing1	h i:1 N
hing3cheui3	h i:3 N ts 9y3
hing3cheui3baan1	h i:3 N ts 9y3 b a:1 n
kei4	k ej4
kei4jung1	k ej4 dz u:1 N
kei4ta1	k ej4 t a:1
kei4ta1	k ej4 t a:1
kei4sat6	k ej4 s 66 t
yeung5	j 9:5 N
gim1gaap3	g i:1 m g a:3 p
gim1jik1	g i:1 m dz i:1 k
gim1fo3	g i:1 m f O:3
loi6heung3	l O:j6 h 9:3 N
loi6yau1oi2waan6	l O:j6 j 6w1 O:j2 w a:6 n
mou5	m ow5
mou5so2wai6	m ow5 s O:2 w 6j6
mou5yung6	m ow5 j y:6 N
mou5gau1yung6	m ow5 g 6w1 j y:6 N
joi3	dz O:j3
joi3gin3	dz O:j3 g i:3 n
se2	s E:2
se2dou3	s E:2 d ow3
ham6baang6laang6	h 66 m b a:6 N l a:6 N
ham6ga1chaan2	h 66 m g a:1 ts a:2 n
gwan1	gw 61 n
lung4chyun1	l u:4 N ts y:1 n
dung1	d u:1 N
dung1tin1	d u:1 N t i:1 n
dung1gu1	d u:1 N g u:1
fung4	f u:4 N
chung1	ts u:1 N
chung1leung4	ts u:1 N l 9:4 N
chung1jai1	ts u:1 N dz 6j1
chung1ging6	ts u:1 N g i:6 N
chung1yun4leung4	ts u:1 N j y:4 n l 9:4 N
chung1jo2leung4	ts u:1 N dz O:2 l 9:4 N
chung1kap1	ts u:1 N k 61 p
kyut3ding6	k y:3 t d i:6 N
laan5	l a:5 n
laang1suk1yit6jeung3	l a:1 N s u:1 k j i:6 t dz 9:3 N
laang1fung1	l a:1 N f u:1 N
laang1faan6	l a:1 N f a:6 n
dung3	d u:3 N
dung3yat1dung3	d u:3 N j 61 t d u:3 N
dung3chan1	d u:3 N ts 61 n
jing6	dz i:6 N
jing6hai6	dz i:6 N h 6j6
chai1leung4	ts 6j1 l 9:4 N
jeun2	dz 9:2 n
jeun2bei6	dz 9:2 n b ej6
jeun2si4	dz 9:2 n s i:4
leung4	l 9:4 N
leung4gwa1	l 9:4 N gw a:1
leung4gwa1au4yuk6	l 9:4 N gw a:1 6w4 j y:6 k
diu1ling4	d iw1 l i:4 N
gaam2	g a:2 m
gaam2ha5aat3	g a:2 m h a:5 a:3 t
gaam2fei4	g a:2 m f ej4
gaam2heng1	g a:2 m h E:1 N
chau3	ts 6w3
chau3jai2	ts 6w3 dz 6j2
chau3chau3jai2	ts 6w3 ts 6w3 dz 6j2
chau3maai4	ts 6w3 m a:j4
gei1	g ej1
gei2	g ej2
gei2gau3seui2	g ej2 g 6w3 s 9y2
gei2do1	g ej2 d O:1
gei2do1hou2	g ej2 d O:1 h ow2
gei2si4	g ej2 s i:4
gei2chin2	g ej2 ts i:2 n
faan4	f a:4 n
fung6	f u:6 N
fung6wong4	f u:6 N w O:4 N
pang4	p 64 N
hoi2yut6jau2dim3	h O:j2 j y:6 t dz 6w2 d i:3 m
hoi2kei4	h O:j2 k ej4
dang3	d 63 N
cheut1	ts 9:1 t
cheut1ha2ging2	ts 9:1 t h a:2 g i:2 N
cheut1yap6ging2	ts 9:1 t j 66 p g i:2 N
cheut1cheut1yap6yap6	ts 9:1 t ts 9:1 t j 66 p j 66 p
cheut1dou3lai4	ts 9:1 t d ow3 l 6j4
cheut1dung6	ts 9:1 t d u:6 N
cheut1daan1	ts 9:1 t d a:1 n
cheut1heui2	ts 9:1 t h 9y2
cheut1faat3	ts 9:1 t f a:3 t
cheut1hau2	ts 9:1 t h 6w2
cheut1meng2	ts 9:1 t m E:2 N
cheut1m4cheut1	ts 9:1 t m4 ts 9:1 t
cheut1m4cheut1heui3	ts 9:1 t m4 ts 9:1 t h 9y3
cheut1lei4	ts 9:1 t l ej4
cheut1gok3	ts 9:1 t g O:3 k
cheut1seng1	ts 9:1 t s E:1 N
cheut1tau4	ts 9:1 t t 6w4
cheut1saan1	ts 9:1 t s a:1 n
cheut1gung1	ts 9:1 t g u:1 N
cheut1jo2daan1	ts 9:1 t dz O:2 d a:1 n
cheut1jo2lai4	ts 9:1 t dz O:2 l 6j4
cheut1nin2	ts 9:1 t n i:2 n
cheut1hoi1heui3	ts 9:1 t h O:j1 h 9y3
cheut1dak1heui3	ts 9:1 t d 61 k h 9y3
cheut1loi4	ts 9:1 t l O:j4
cheut1yin6	ts 9:1 t j i:6 n
cheut1leung4	ts 9:1 t l 9:4 N
cheut1gaai1	ts 9:1 t g a:j1
cheut1san1	ts 9:1 t s 61 n
cheut1bin3	ts 9:1 t b i:3 n
cheut1chin4	ts 9:1 t ts i:4 n
cheut1mun4	ts 9:1 t m u:4 n
cheut1min6	ts 9:1 t m i:6 n
dou1jai2	d ow1 dz 6j2
diu1laan6	d iw1 l a:6 n
fan1	f 61 n
fan1wai4	f 61 n w 6j4
fan1bit6	f 61 n b i:6 t
fan1dou3	f 61 n d ow3
fan1hou2	f 61 n h ow2
fan1din3	f 61 n d i:3 n
fan1hoi1	f 61 n h O:j1
fan1sing4	f 61 n s i:4 N
fan1saan3	f 61 n s a:3 n
fan1hung4	f 61 n h u:4 N
fan1san1	f 61 n s 61 n
fan1jung1	f 61 n dz u:1 N
chit3	ts i:3 t
lau4fung1	l 6w4 f u:1 N
lau4si1fu2	l 6w4 s i:1 f u:2
lau4hei1	l 6w4 h ej1
gong1	g O:1 N
gong1gong1	g O:1 N g O:1 N
chong3san1	ts O:3 N s 61 n
cho1	ts O:1
cho1yat1	ts O:1 j 61 t
cho1saam1	ts O:1 s a:1 m
cho1jung1	ts O:1 dz u:1 N
cho1cho1	ts O:1 ts O:1
cho1sap6	ts O:1 s 66 p
cho1si4	ts O:1 s i:4
cho1kap1	ts O:1 k 61 p
cho1choi3	ts O:1 ts O:j3
pun3	p u:3 n
pun3kyut3	p u:3 n k y:3 t
paau4	p a:w4
bit6seui5	b i:6 t s 9y5
dou3	d ow3
dou3lai4	d ow3 l 6j4
dou3cheung4	d ow3 ts 9:4 N
dou3chyu3	d ow3 ts y:3
dou3dai2	d ow3 d 6j2
dou3si4	d ow3 s i:4
dou3si4hau6	d ow3 s i:4 h 6w6
dou3si4hau6	d ow3 s i:4 h 6w6
dou3kei4	d ow3 k ej4
jai3	dz 6j3
jai3dou6	dz 6j3 d ow6
jai3yeuk6	dz 6j3 j 9:6 k
chi3yi5	ts i:3 j i:5
deuk3	d 9:3 k
jai1	dz 6j1
chin4	ts i:4 n
chin4paai4	ts i:4 n p a:j4
chin4yat6	ts i:4 n j 66 t
chin4kei4	ts i:4 n k ej4
chin4loi4	ts i:4 n l O:j4
chin4kap1	ts i:4 n k 61 p
chin4bin1	ts i:4 n b i:1 n
chin4tou4	ts i:4 n t ow4
chin4min6	ts i:4 n m i:6 n
kek6ching4	k E:6 k ts i:4 N
kek6lit6	k E:6 k l i:6 t
jing6	dz i:6 N
jing6dai1	dz i:6 N d 6j1
jing6faan1	dz i:6 N f a:1 n
jing6faan6	dz i:6 N f a:6 n
jin2	dz i:2 n
jin2faat3	dz i:2 n f a:3 t
jin2hoi1	dz i:2 n h O:j1
jin2seui3	dz i:2 n s 9y3
hyun3	h y:3 n
baan6	b a:6 n
baan6gung1sat1	b a:6 n g u:1 N s 61 t
baan6dou3	b a:6 n d ow3
baan6dou3jing3	b a:6 n d ow3 dz i:3 N
baan6m4dou3	b a:6 n m4 d ow3
baan6hou2	b a:6 n h ow2
baan6yun4jing3	b a:6 n j y:4 n dz i:3 N
baan6dak1dou3	b a:6 n d 61 k d ow3
baan6sau2juk6	b a:6 n s 6w2 dz u:6 k
baan6wu6jiu3	b a:6 n w u:6 dz iw3
baan6faat3	b a:6 n f a:3 t
baan6lei5	b a:6 n l ej5
baan6chim1jing3	b a:6 n ts i:1 m dz i:3 N
gung1lang4	g u:1 N l 64 N
gung1fo3	g u:1 N f O:3
ga1	g a:1
ga1seung6	g a:1 s 9:6 N
ga1fan1	g a:1 f 61 n
ga1maai4	g a:1 m a:j4
ga1do1	g a:1 d O:1
ga1yau4	g a:1 j 6w4
ga1baan1	g a:1 b a:1 n
ga1baan1fai3	g a:1 b a:1 n f 6j3
ga1hei2seung5lei4	g a:1 h ej2 s 9:5 N l ej4
dung6	d u:6 N
dung6jok3	d u:6 N dz O:3 k
dung6maan6	d u:6 N m a:6 n
dung6wa2pin3	d u:6 N w a:2 p i:3 n
jo6	dz O:6
lou5lik6	l ow5 l i:6 k
ging6	g i:6 N
ging6m4ging6	g i:6 N m4 g i:6 N
lou4jok3	l ow4 dz O:3 k
yung5ming4	j y:5 N m i:4 N
yung5biu2go1	j y:5 N b iw2 g O:1
min5min5keung5keung5	m i:5 n m i:5 n k 9:5 N k 9:5 N
min5keung5	m i:5 n k 9:5 N
kan4	k 64 n
kan4lik6	k 64 n l i:6 k
gau1git6man2	g 6w1 g i:6 t m 62 n
baau1	b a:w1
baau1jyu6	b a:w1 dz y:6
baau1cheung4	b a:w1 ts 9:4 N
baau1maai4	b a:w1 m a:j4
baau1jong1	b a:w1 dz O:1 N
baau1che1	b a:w1 ts E:1
fa3	f a:3
fa3dou3	f a:3 d ow3
fa3yim6	f a:3 j i:6 m
bak1ging1	b 61 k g i:1 N
bak1daai6	b 61 k d a:j6
bak1kai1	b 61 k k 6j1
keui1	k 9y1
keui1bit6	k 9y1 b i:6 t
yi1	j i:1
yi1bou2	j i:1 b ow2
yi1sang1	j i:1 s 61 N
yi1yeuk6	j i:1 j 9:6 k
yi1yun2	j i:1 j y:2 n
sap6	s 66 p
sap6yat1	s 66 p j 61 t
sap6yat1hou6	s 66 p j 61 t h ow6
sap6yat1yut6	s 66 p j 61 t j y:6 t
sap6chat1	s 66 p ts 61 t
sap6maan6	s 66 p m a:6 n
sap6saam1	s 66 p s a:1 m
sap6gau2	s 66 p g 6w2
sap6gau2hou6	s 66 p g 6w2 h ow6
sap6yi6	s 66 p j i:6
sap6yi6yut6	s 66 p j i:6 j y:6 t
sap6yi6yut6fan6	s 66 p j i:6 j y:6 t f 66 n
sap6m5	s 66 p m5
sap6baat3	s 66 p b a:3 t
sap6luk6	s 66 p l u:6 k
sap6luk6ji1	s 66 p l u:6 k dz i:1
sap6luk6hou6	s 66 p l u:6 k h ow6
sap6gei2	s 66 p g ej2
sap6gei2hou6	s 66 p g ej2 h ow6
sap6hou6	s 66 p h ow6
sap6sei3	s 66 p s ej3
sap6nin4	s 66 p n i:4 n
sap6yut6	s 66 p j y:6 t
chin1	ts i:1 n
chin1maan6	ts i:1 n m a:6 n
chin1yik1	ts i:1 n j i:1 k
chin1kei4	ts i:1 n k ej4
chin1sik1gong2cheung4	ts i:1 n s i:1 k g O:2 N ts 9:4 N
sa1	s a:1
sa1fan6	s a:1 f 66 n
sa1baat3	s a:1 b a:3 t
sa1baat3maan6	s a:1 b a:3 t m a:6 n
sing1	s i:1 N
sing1ting4baan2	s i:1 N t i:4 N b a:2 n
sing1hok6	s i:1 N h O:6 k
sing1jo2kap1	s i:1 N dz O:2 k 61 p
sing1kap1	s i:1 N k 61 p
sing1gou1	s i:1 N g ow1
m5	m5
bun3	b u:3 n
bun3ye6	b u:3 n j E:6
bun3ye6saam1gang1	b u:3 n j E:6 s a:1 m g 61 N
bun3chi3	b u:3 n ts i:3
se3gei2	s E:3 g ej2
wa4	w a:4
wa4laam4	w a:4 l a:4 m
wa4yi5gaai1	w a:4 j i:5 g a:j1
wa4keung5bak1	w a:4 k 9:5 N b 61 k
hip6wui2	h i:6 p w u:j2
hip3jo6	h i:3 p dz O:6
hip6seung1	h i:6 p s 9:1 N
cheuk3	ts 9:3 k
cheuk3yut6	ts 9:3 k j y:6 t
cheuk3yun5	ts 9:3 k j y:5 n
cheuk3yun5gwok3jai3daai6ha6	ts 9:3 k j y:5 n gw O:3 k dz 6j3 d a:j6 h a:6
daan1	d a:1 n
daan1wai2	d a:1 n w 6j2
daan1daan1	d a:1 n d a:1 n
daan1chi4	d a:1 n ts i:4
daan1che1	d a:1 n ts E:1
maai6	m a:j6
maai6ha6	m a:j6 h a:6
maai6haam4aap3daan2	m a:j6 h a:4 m a:3 p d a:2 n
maai6m4dou3	m a:j6 m4 d ow3
maai6cheung4	m a:j6 ts 9:4 N
maai6choi4liu2	m a:j6 ts O:j4 l iw2
maai6lau2	m a:j6 l 6w2
laam4	l a:4 m
laam4wa4ji2	l a:4 m w a:4 dz i:2
laam4me1dou2	l a:4 m m E:1 d ow2
laam4ling4	l a:4 m l i:4 N
laam4ling4baak3fo3	l a:4 m l i:4 N b a:3 k f O:3
laam4saan1	l a:4 m s a:1 n
laam4saan1dou2	l a:4 m s a:1 n d ow2
laam4gong1	l a:4 m g O:1 N
laam4jong1	l a:4 m dz O:1 N
laam4fong1daai6ha6	l a:4 m f O:1 N d a:j6 h a:6
laam4mou5ying1	l a:4 m m ow5 j i:1 N
laam4hong4	l a:4 m h O:4 N
laam4ying1	l a:4 m j i:1 N
bok3	b O:3 k
ka1	k a:1
lou4wing6yi4	l ow4 w i:6 N j i:4
o6lung4dou2	O:6 l u:4 N d ow2
wai6sing1	w 6j6 s i:1 N
wai6sang1	w 6j6 s 61 N
yan3dou6	j 63 n d ow6
yan3jeung6	j 63 n dz 9:6 N
ngai4gei1	N 6j4 g ej1
ngai4him2	N 6j4 h i:2 m
jik1	dz i:1 k
jik1sai2	dz i:1 k s 6j2
jik1hak1	dz i:1 k h 61 k
jik1si4	dz i:1 k s i:4
jik1hai6	dz i:1 k h 6j6
jik1hai6wa6	dz i:1 k h 6j6 w a:6
jik1hai6wa6jaai1	dz i:1 k h 6j6 w a:6 dz a:j1
gyun2	g y:2 n
chong2	ts O:2 N
chong2ga1	ts O:2 N g a:1
teng1	t E:1 N
lik6si2	l i:6 k s i:2
aat3lik6	a:3 t l i:6 k
yim3	j i:3 m
yim3gyun6	j i:3 m g y:6 n
chi3so2	ts i:3 s O:2
yun4loi4	j y:4 n l O:j4
yun4sin1	j y:4 n s i:1 n
yun4lai4	j y:4 n l 6j4
yun4bun2	j y:4 n b u:2 n
yun4loi4	j y:4 n l O:j4
chyu4si1	ts y:4 s i:1
heui3	h 9y3
heui3ha5	h 9y3 h a:5
heui3dou3	h 9y3 d ow3
heui3m4dou3	h 9y3 m4 d ow3
heui3m4heui3	h 9y3 m4 h 9y3
heui3m4heui3dak1	h 9y3 m4 h 9y3 d 61 k
heui3m4heui3dak1dou3	h 9y3 m4 h 9y3 d 61 k d ow3
heui3lin2	h 9y3 l i:2 n
heui3gaai1	h 9y3 g a:j1
heui3go3	h 9y3 g O:3
yun2sing4	j y:2 n s i:4 N
chaam1ga1	ts a:1 m g a:1
chaam1jin2	ts a:1 m dz i:2 n
chaam1gun1	ts a:1 m g u:1 n
chaam1gun1ha2	ts a:1 m g u:1 n h a:2
yau6	j 6w6
yau5	j 6w5
yau5jai2	j 6w5 dz 6j2
seung1yau1	s 9:1 N j 6w1
seung1wai6	s 9:1 N w 6j6
faan2	f a:2 n
faan2chyun3	f a:2 n ts y:3 n
faan2deui3	f a:2 n d 9y3
faan2ying3	f a:2 n j i:3 N
faan2daan6	f a:2 n d a:6 n
faan2jing3	f a:2 n dz i:3 N
faan2yi4	f a:2 n j i:4
faat3	f a:3 t
faat3seun3sik1	f a:3 t s 9:3 n s i:1 k
faat3cheut1	f a:3 t ts 9:1 t
faat3au6dou6	f a:3 t 6w6 d ow6
faat3jin2	f a:3 t dz i:2 n
faat3jo2chin2	f a:3 t dz O:2 ts i:2 n
faat3fai1	f a:3 t f 6j1
faat3siu1	f a:3 t s iw1
faat3kong4	f a:3 t k O:4 N
faat3yin6	f a:3 t j i:6 n
faat3sang1	f a:3 t s 61 N
faat3pei4hei3	f a:3 t p ej4 h ej3
faat3gok3	f a:3 t g O:3 k
faat3yin4	f a:3 t j i:4 n
faat3daat6	f a:3 t d a:6 t
faat3din1	f a:3 t d i:1 n
suk1	s u:1 k
cheui2siu1	ts 9y2 s iw1
sau6	s 6w6
sau6dak1liu5	s 6w6 d 61 k l iw5
bin3	b i:3 n
bin3fa3	b i:3 n f a:3
bin3dak1	b i:3 n d 61 k
bin3taai3	b i:3 n t a:j3
bin3sing3	b i:3 n s i:3 N
bin3sing4	b i:3 n s i:4 N
bin3gang1ha2	b i:3 n g 61 N h a:2
hau2	h 6w2
hau2on6	h 6w2 O: n6
hau2seui2	h 6w2 s 9y2
hau2yu5	h 6w2 j y:5
gu2	g u:2
gu2din2	g u:2 d i:2 n
gu2lou5	g u:2 l ow5
gu2sik1gu2heung1	g u:2 s i:1 k g u:2 h 9:1 N
geui3	g 9y3
ling6oi6	l i:6 N O:j6
ling6leui6	l i:6 N l 9y6
ji2	dz i:2
ji2bat1go3	dz i:2 b 61 t g O:3
ji2hai6	dz i:2 h 6j6
ji2lang4	dz i:2 l 64 N
ji2yiu3	dz i:2 j iw3
giu3	g iw3
giu3jou6	g iw3 dz ow6
giu3m4giu3	g iw3 m4 g iw3
giu3maai4	g iw3 m a:j4
ding1ding1che1	d i:1 N d i:1 N ts E:1
ho2	h O:2
ho2lok6	h O:2 l O:6 k
ho2lok6gun3	h O:2 l O:6 k g u:3 n
ho2yi5	h O:2 j i:5
ho2m4ho2yi5	h O:2 m4 h O:2 j i:5
ho2sik1	h O:2 s i:1 k
ho2lang4	h O:2 l 64 N
toi4	t O:j4
yau6	j 6w6
yip6	j i:6 p
yip6lai6jing1	j i:6 p l 6j6 dz i:1 N
yip6lai6jan1	j i:6 p l 6j6 dz 61 n
hou2	h ow2
hou6ma5	h ow6 m a:5
si1hing3	s i:1 h i:3 N
si1gei1	s i:1 g ej1
lek1	l E:1 k
lek1m4lek1	l E:1 k m4 l E:1 k
lek6leui5	l E:6 k l 9y5
gok3	g O:3 k
hap6	h 66 p
hap6tung4	h 66 p t u:4 N
gat1	g 61 t
gat1ji1dou2	g 61 t dz i:1 d ow2
gat1lam4fa3chim1	g 61 t l 64 m f a:3 ts i:1 m
gat1lam4faai3tin1	g 61 t l 64 m f a:j3 t i:1 n
gat1lam4fa1ji1gaau1	g 61 t l 64 m f a:1 dz i:1 g a:w1
diu3jam1	d iw3 dz 61 m
tung4	t u:4 N
tung4si6	t u:4 N s i:6
tung4m4tung4yi3	t u:4 N m4 t u:4 N j i:3
tung4maai4	t u:4 N m a:j4
tung4hok6	t u:4 N h O:6 k
tung4hok6jai2	t u:4 N h O:6 k dz 6j2
tung4ching4sam1	t u:4 N ts i:4 N s 61 m
tung4si4	t u:4 N s i:4
meng2	m E:2 N
ming4daan1	m i:4 N d a:1 n
hau6	h 6w6
hau6bei6luk1	h 6w6 b ej6 l u:1 k
hau6mei6	h 6w6 m ej6
hau6fui3	h 6w6 f u:j3
hau6yat6	h 6w6 j 66 t
hau6loi4	h 6w6 l O:j4
hau6sang1	h 6w6 s 61 N
hau6kap1	h 6w6 k 61 p
hau6bui6	h 6w6 b u:j6
hau6gaai1	h 6w6 g a:j1
hau6lou6	h 6w6 l ow6
hau6bin1	h 6w6 b i:1 n
hau6min6	h 6w6 m i:6 n
heung3	h 9:3 N
heung3jyu6	h 9:3 N dz y:6
ha6	h a:6
ha6dak1	h a:6 d 61 k
ma3	m a:3
tan1ye5	t 61 n j E:5
yam4yam4cham4cham4	j 64 m j 64 m ts 64 m ts 64 m
yam4cham4	j 64 m ts 64 m
ba1	b a:1
teng1	t E:1 N
teng1yat1teng1	t E:1 N j 61 t t E:1 N
teng1ha5	t E:1 N h a:5
teng1ha5go1	t E:1 N h a:5 g O:1
teng1dou2	t E:1 N d ow2
teng3dou3mei6	t E:3 N d ow3 m ej6
teng1m4dou3	t E:1 N m4 d ow3
teng1m4teng1	t E:1 N m4 t E:1 N
teng1m4ting3dou3	t E:1 N m4 t i:3 N d ow3
teng1m4teng1dak1	t E:1 N m4 t E:1 N d 61 k
teng1m4teng1dak1dou3	t E:1 N m4 t E:1 N d 61 k d ow3
teng1m4ting3gin3	t E:1 N m4 t i:3 N g i:3 n
teng1m4teng1wa2	t E:1 N m4 t E:1 N w a:2
teng1m4ming4	t E:1 N m4 m i:4 N
teng1m4ching1jai6	t E:1 N m4 ts i:1 N dz 6j6
teng1dak1	t E:1 N d 61 k
teng1dak1dou3	t E:1 N d 61 k d ow3
teng1o5gong2	t E:1 N O:5 g O:2 N
ting1yat6	t i:1 N j 66 t
ting1maan5	t i:1 N m a:5 n
ting1jiu1	t i:1 N dz iw1
ting1jiu1jou2	t i:1 N dz iw1 dz ow2
teng1go1	t E:1 N g O:1
ting3gin3	t i:3 N g i:3 n
teng1gong2	t E:1 N g O:2 N
teng1gong2wa2	t E:1 N g O:2 N w a:2
teng1wa6	t E:1 N w a:6
teng1man4	t E:1 N m 64 n
kai2dung6	k 6j2 d u:6 N
m4jau1	m4 dz 6w1
chaau2	ts a:w2
kap1ha3	k 61 p h a:3
kap1hyut3gwai2	k 61 p h y:3 t gw 6j2
cheui1	ts 9y1
cheui1ha2seui2	ts 9y1 h a:2 s 9y2
a1	a:1
ak1	6 k1
aak1	a:1 k
laap6	l a:6 p
au2	6w2
yun4gung1	j y:4 n g u:1 N
ni1	n i:1
le1sai3	l E:1 s 6j3
le1di1	l E:1 d i:1
le1chyu6	l E:1 ts y:6
le1dou6	l E:1 d ow6
le1paai4	l E:1 p a:j4
le4bin1	l E:4 b i:1 n
jau1	dz 6w1
jau1wai5	dz 6w1 w 6j5
jau1yung5	dz 6w1 j y:5 N
jau1wai4	dz 6w1 w 6j4
jau1lin4	dz 6w1 l i:4 n
jau1paak3hou4	dz 6w1 p a:3 k h ow4
jau1yiu6fai1	dz 6w1 j iw6 f 6j1
jau1san1	dz 6w1 s 61 n
gwa1gwa1chaau2	gw a:1 gw a:1 ts a:w2
gwa1gwa1chou4	gw a:1 gw a:1 ts ow4
mei6	m ej6
ho1	h O:1
ho1ho1	h O:1 h O:1
san1	s 61 n
gam3	g 63 m
gam2	g 62 m
gam2ga3yeung2	g 62 m g a:3 j 9:2 N
gam2yeung2	g 62 m j 9:2 N
ja1	dz a:1
ja1ja1	dz a:1 dz a:1
ja1ja1seng1	dz a:1 dz a:1 s E:1 N
yi2	j i:2
le1	l E:1
ji1seun1	dz i:1 s 9:1 n
me1	m E:1
me1ye5	m E:1 j E:5
mai6	m 6j6
mi1	m i:1
lo1	l O:1
lo2gan2	l O:2 g 62 n
kat1	k 61 t
haam4seui2yu2	h a:4 m s 9y2 j y:2
haam4syun1choi3	h a:4 m s y:1 n ts O:j3
haam4aap3daan2	h a:4 m a:3 p d a:2 n
ban2	b 62 n
ban2paai4	b 62 n p a:j4
ban2paai4teui1gong2	b 62 n p a:j4 t 9y1 g O:2 N
ban2paai4ying4siu1	b 62 n p a:j4 j i:4 N s iw1
wa1	w a:1
ha1	h a:1
ha1yi5ban1	h a:1 j i:5 b 61 n
dei6	d ej6
heung2	h 9:2 N
aai1	a:j1
aai1a1	a:j1 a:1
aai1yo1	a:j1 j O:1
yo1	j O:1
go1	g O:1
o1	O:1
le1	l E:1
la3	l a:3
huk1	h u:1 k
haau1chyun2	h a:w1 ts y:2 n
jit3	dz i:3 t
bou1	b ow1
bou1leun2	b ow1 l 9:2 n
hang1	h 61 N
seun4fan2	s 9:4 n f 62 n
aai1	a:j1
aai1a1	a:j1 a:1
hei1	h ej1
m4	m4
m4chi5	m4 ts i:5
m4hou2yi3si1	m4 h ow2 j i:3 s i:1
m4gwaai3ji1	m4 gw a:j3 dz i:1
m4gwaai3dak1ji1	m4 gw a:j3 d 61 k dz i:1
m4ji1m4gok3	m4 dz i:1 m4 g O:3 k
m4goi1	m4 g O:j1
m4tung1	m4 t u:1 N
tau2	t 6w2
sau6uk1chyu2	s 6w6 u:1 k ts y:2
sau6lau2seung1	s 6w6 l 6w2 s 9:1 N
sau6lau2bou6	s 6w6 l 6w2 b ow6
wai4yat1	w 6j4 j 61 t
wai4yau5	w 6j4 j 6w5
cheung3	ts 9:3 N
cheung3kei1	ts 9:3 N k ej1
cheung3ha2kei1	ts 9:3 N h a:2 k ej1
cheung3go1	ts 9:3 N g O:1
lim6	l i:6 m
hang2	h 62 N
seung1mou6che1	s 9:1 N m ow6 ts E:1
seung1ban2	s 9:1 N b 62 n
seung1cheung4	s 9:1 N ts 9:4 N
seung1leung4	s 9:1 N l 9:4 N
seung1pou3	s 9:1 N p ow3
a1	a:1
a1di1	a:1 d i:1
dip6	d i:6 p
daam6	d a:6 m
jyut3ha2	dz y:3 t h a:2
be1jau2	b E:1 dz 6w2
la1	l a:1
jaak3	dz a:3 k
gwa3	gw a:3
je1	dz E:1
lo2lo2lyun4	l O:2 l O:2 l y:4 n
aam1	a:1 m
aam1sin1	a:1 m s i:1 n
aam1m4aam1	a:1 m m4 a:1 m
aam1aam1	a:1 m a:1 m
aam1hou2	a:1 m h ow2
aam1sam1seui2	a:1 m s 61 m s 9y2
di1	d i:1
di1di1jai2	d i:1 d i:1 dz 6j2
di1di1ye5	d i:1 d i:1 j E:5
di1do1	d i:1 d O:1
bo1	b O:1
wai2	w 6j2
wai3	w 6j3
sin6yin4	s i:6 n j i:4 n
sin6cheung4	s i:6 n ts 9:4 N
la1	l a:1
la3ba1	l a:3 b a:1
hau4	h 6w4
hau4lung4	h 6w4 l u:4 N
hau4lung4tung3	h 6w4 l u:4 N t u:3 N
haam3	h a:3 m
o1	O:1
wo3	w O:3
hei2fun1	h ej2 f u:1 n
hot3ye5	h O:3 t j E:5
hek3	h E:3 k
hek3lik6	h E:3 k l i:6 k
ja1	dz a:1
pan3	p 63 n
